NAME,NAMELSAD,City Long,CountState,STATE_NAME
Rockford,Rockford city,"Rockford city, Tennessee","Blount County, Tennessee",Tennessee
Ashland City,Ashland City town,"Ashland City town, Tennessee","Cheatham County, Tennessee",Tennessee
Elizabethton,Elizabethton city,"Elizabethton city, Tennessee","Carter County, Tennessee",Tennessee
Vonore,Vonore town,"Vonore town, Tennessee","Monroe County, Tennessee",Tennessee
Gates,Gates town,"Gates town, Tennessee","Lauderdale County, Tennessee",Tennessee
Graysville,Graysville town,"Graysville town, Tennessee","Rhea County, Tennessee",Tennessee
Lebanon,Lebanon city,"Lebanon city, Tennessee","Wilson County, Tennessee",Tennessee
Gatlinburg,Gatlinburg city,"Gatlinburg city, Tennessee","Sevier County, Tennessee",Tennessee
Pittman Center,Pittman Center town,"Pittman Center town, Tennessee","Sevier County, Tennessee",Tennessee
Sevierville,Sevierville city,"Sevierville city, Tennessee","Sevier County, Tennessee",Tennessee
McMinnville,McMinnville city,"McMinnville city, Tennessee","Warren County, Tennessee",Tennessee
Morrison,Morrison town,"Morrison town, Tennessee","Warren County, Tennessee",Tennessee
Lewisburg,Lewisburg city,"Lewisburg city, Tennessee","Marshall County, Tennessee",Tennessee
Dresden,Dresden town,"Dresden town, Tennessee","Weakley County, Tennessee",Tennessee
Gleason,Gleason town,"Gleason town, Tennessee","Weakley County, Tennessee",Tennessee
Greenfield,Greenfield city,"Greenfield city, Tennessee","Weakley County, Tennessee",Tennessee
Martin,Martin city,"Martin city, Tennessee","Weakley County, Tennessee",Tennessee
Sharon,Sharon town,"Sharon town, Tennessee","Weakley County, Tennessee",Tennessee
Memphis,Memphis city,"Memphis city, Tennessee","Shelby County, Tennessee",Tennessee
Cookeville,Cookeville city,"Cookeville city, Tennessee","Putnam County, Tennessee",Tennessee
Hendersonville,Hendersonville city,"Hendersonville city, Tennessee","Sumner County, Tennessee",Tennessee
Portland,Portland city,"Portland city, Tennessee","Sumner County, Tennessee",Tennessee
Spring City,Spring City town,"Spring City town, Tennessee","Rhea County, Tennessee",Tennessee
Dayton,Dayton city,"Dayton city, Tennessee","Rhea County, Tennessee",Tennessee
Hartsville/Trousdale County,Hartsville/Trousdale County,"Hartsville/Trousdale County, Tennessee","Trousdale County, Tennessee",Tennessee
Knoxville,Knoxville city,"Knoxville city, Tennessee","Knox County, Tennessee",Tennessee
Farragut,Farragut town,"Farragut town, Tennessee","Knox County, Tennessee",Tennessee
Jellico,Jellico city,"Jellico city, Tennessee","Campbell County, Tennessee",Tennessee
Henderson,Henderson city,"Henderson city, Tennessee","Chester County, Tennessee",Tennessee
Alcoa,Alcoa city,"Alcoa city, Tennessee","Blount County, Tennessee",Tennessee
Friendsville,Friendsville city,"Friendsville city, Tennessee","Blount County, Tennessee",Tennessee
Louisville,Louisville city,"Louisville city, Tennessee","Blount County, Tennessee",Tennessee
Townsend,Townsend city,"Townsend city, Tennessee","Blount County, Tennessee",Tennessee
"Lynchburg, Moore County","Lynchburg, Moore County metropolitan government","Lynchburg, Moore County metropolitan government, Tennessee","Moore County, Tennessee",Tennessee
Madisonville,Madisonville city,"Madisonville city, Tennessee","Monroe County, Tennessee",Tennessee
Andersonville,Andersonville CDP,"Andersonville CDP, Tennessee","Anderson County, Tennessee",Tennessee
Apison,Apison CDP,"Apison CDP, Tennessee","Hamilton County, Tennessee",Tennessee
Banner Hill,Banner Hill CDP,"Banner Hill CDP, Tennessee","Unicoi County, Tennessee",Tennessee
Beech Bluff,Beech Bluff CDP,"Beech Bluff CDP, Tennessee","Madison County, Tennessee",Tennessee
Belvidere,Belvidere CDP,"Belvidere CDP, Tennessee","Franklin County, Tennessee",Tennessee
Bethpage,Bethpage CDP,"Bethpage CDP, Tennessee","Sumner County, Tennessee",Tennessee
Big Rock,Big Rock CDP,"Big Rock CDP, Tennessee","Stewart County, Tennessee",Tennessee
Biltmore,Biltmore CDP,"Biltmore CDP, Tennessee","Carter County, Tennessee",Tennessee
Blanche,Blanche CDP,"Blanche CDP, Tennessee","Lincoln County, Tennessee",Tennessee
Bloomingdale,Bloomingdale CDP,"Bloomingdale CDP, Tennessee","Sullivan County, Tennessee",Tennessee
Blountville,Blountville CDP,"Blountville CDP, Tennessee","Sullivan County, Tennessee",Tennessee
Bogota,Bogota CDP,"Bogota CDP, Tennessee","Dyer County, Tennessee",Tennessee
Bon Air,Bon Air CDP,"Bon Air CDP, Tennessee","White County, Tennessee",Tennessee
Bon Aqua Junction,Bon Aqua Junction CDP,"Bon Aqua Junction CDP, Tennessee","Hickman County, Tennessee",Tennessee
Bowman,Bowman CDP,"Bowman CDP, Tennessee","Cumberland County, Tennessee",Tennessee
Bransford,Bransford CDP,"Bransford CDP, Tennessee","Sumner County, Tennessee",Tennessee
Briceville,Briceville CDP,"Briceville CDP, Tennessee","Anderson County, Tennessee",Tennessee
Buchanan,Buchanan CDP,"Buchanan CDP, Tennessee","Henry County, Tennessee",Tennessee
Butler,Butler CDP,"Butler CDP, Tennessee","Johnson County, Tennessee",Tennessee
Castalian Springs,Castalian Springs CDP,"Castalian Springs CDP, Tennessee","Sumner County, Tennessee",Tennessee
Central,Central CDP,"Central CDP, Tennessee","Carter County, Tennessee",Tennessee
Chesterfield,Chesterfield CDP,"Chesterfield CDP, Tennessee","Henderson County, Tennessee",Tennessee
Chewalla,Chewalla CDP,"Chewalla CDP, Tennessee","McNairy County, Tennessee",Tennessee
Childers Hill,Childers Hill CDP,"Childers Hill CDP, Tennessee","Hardin County, Tennessee",Tennessee
Christiana,Christiana CDP,"Christiana CDP, Tennessee","Rutherford County, Tennessee",Tennessee
Clarkrange,Clarkrange CDP,"Clarkrange CDP, Tennessee","Fentress County, Tennessee",Tennessee
Coalfield,Coalfield CDP,"Coalfield CDP, Tennessee","Morgan County, Tennessee",Tennessee
Coker Creek,Coker Creek CDP,"Coker Creek CDP, Tennessee","Monroe County, Tennessee",Tennessee
Colonial Heights,Colonial Heights CDP,"Colonial Heights CDP, Tennessee","Sullivan County, Tennessee",Tennessee
Conasauga,Conasauga CDP,"Conasauga CDP, Tennessee","Polk County, Tennessee",Tennessee
Cosby,Cosby CDP,"Cosby CDP, Tennessee","Cocke County, Tennessee",Tennessee
Cottontown,Cottontown CDP,"Cottontown CDP, Tennessee","Sumner County, Tennessee",Tennessee
Counce,Counce CDP,"Counce CDP, Tennessee","Hardin County, Tennessee",Tennessee
Dancyville,Dancyville CDP,"Dancyville CDP, Tennessee","Haywood County, Tennessee",Tennessee
Darden,Darden CDP,"Darden CDP, Tennessee","Henderson County, Tennessee",Tennessee
Delano,Delano CDP,"Delano CDP, Tennessee","Polk County, Tennessee",Tennessee
Dellrose,Dellrose CDP,"Dellrose CDP, Tennessee","Lincoln County, Tennessee",Tennessee
Dodson Branch,Dodson Branch CDP,"Dodson Branch CDP, Tennessee","Jackson County, Tennessee",Tennessee
Dukedom,Dukedom CDP,"Dukedom CDP, Tennessee","Weakley County, Tennessee",Tennessee
Eagleton Village,Eagleton Village CDP,"Eagleton Village CDP, Tennessee","Blount County, Tennessee",Tennessee
East Cleveland,East Cleveland CDP,"East Cleveland CDP, Tennessee","Bradley County, Tennessee",Tennessee
Elgin,Elgin CDP,"Elgin CDP, Tennessee","Scott County, Tennessee",Tennessee
Embreeville,Embreeville CDP,"Embreeville CDP, Tennessee","Washington County, Tennessee",Tennessee
Essary Springs,Essary Springs CDP,"Essary Springs CDP, Tennessee","Hardeman County, Tennessee",Tennessee
Eva,Eva CDP,"Eva CDP, Tennessee","Benton County, Tennessee",Tennessee
Fairfield,Fairfield CDP,"Fairfield CDP, Tennessee","Sumner County, Tennessee",Tennessee
Fairfield Glade,Fairfield Glade CDP,"Fairfield Glade CDP, Tennessee","Cumberland County, Tennessee",Tennessee
Fairgarden,Fairgarden CDP,"Fairgarden CDP, Tennessee","Sevier County, Tennessee",Tennessee
Fairmount,Fairmount CDP,"Fairmount CDP, Tennessee","Hamilton County, Tennessee",Tennessee
Fall Branch,Fall Branch CDP,"Fall Branch CDP, Tennessee","Washington County, Tennessee",Tennessee
Falling Water,Falling Water CDP,"Falling Water CDP, Tennessee","Hamilton County, Tennessee",Tennessee
Farner,Farner CDP,"Farner CDP, Tennessee","Polk County, Tennessee",Tennessee
Fincastle,Fincastle CDP,"Fincastle CDP, Tennessee","Campbell County, Tennessee",Tennessee
Finley,Finley CDP,"Finley CDP, Tennessee","Dyer County, Tennessee",Tennessee
Flat Top Mountain,Flat Top Mountain CDP,"Flat Top Mountain CDP, Tennessee","Hamilton County, Tennessee",Tennessee
Flintville,Flintville CDP,"Flintville CDP, Tennessee","Lincoln County, Tennessee",Tennessee
Fowlkes,Fowlkes CDP,"Fowlkes CDP, Tennessee","Dyer County, Tennessee",Tennessee
Frankewing,Frankewing CDP,"Frankewing CDP, Tennessee","Giles County, Tennessee",Tennessee
Gladeville,Gladeville CDP,"Gladeville CDP, Tennessee","Wilson County, Tennessee",Tennessee
Graball,Graball CDP,"Graball CDP, Tennessee","Sumner County, Tennessee",Tennessee
Gray,Gray CDP,"Gray CDP, Tennessee","Washington County, Tennessee",Tennessee
Green Hill,Green Hill CDP,"Green Hill CDP, Tennessee","Wilson County, Tennessee",Tennessee
Greenvale,Greenvale CDP,"Greenvale CDP, Tennessee","Wilson County, Tennessee",Tennessee
Griffith Creek,Griffith Creek CDP,"Griffith Creek CDP, Tennessee","Marion County, Tennessee",Tennessee
Grimsley,Grimsley CDP,"Grimsley CDP, Tennessee","Fentress County, Tennessee",Tennessee
Halls,Halls CDP,"Halls CDP, Tennessee","Knox County, Tennessee",Tennessee
Hampton,Hampton CDP,"Hampton CDP, Tennessee","Carter County, Tennessee",Tennessee
Harrison,Harrison CDP,"Harrison CDP, Tennessee","Hamilton County, Tennessee",Tennessee
Helenwood,Helenwood CDP,"Helenwood CDP, Tennessee","Scott County, Tennessee",Tennessee
Hickman,Hickman CDP,"Hickman CDP, Tennessee","Smith County, Tennessee",Tennessee
Hilham,Hilham CDP,"Hilham CDP, Tennessee","Overton County, Tennessee",Tennessee
Hillsboro,Hillsboro CDP,"Hillsboro CDP, Tennessee","Coffee County, Tennessee",Tennessee
Holladay,Holladay CDP,"Holladay CDP, Tennessee","Benton County, Tennessee",Tennessee
Hopewell,Hopewell CDP,"Hopewell CDP, Tennessee","Bradley County, Tennessee",Tennessee
Hunter,Hunter CDP,"Hunter CDP, Tennessee","Carter County, Tennessee",Tennessee
Huron,Huron CDP,"Huron CDP, Tennessee","Henderson County, Tennessee",Tennessee
Iron City,Iron City CDP,"Iron City CDP, Tennessee","Lawrence County, Tennessee",Tennessee
Jacks Creek,Jacks Creek CDP,"Jacks Creek CDP, Tennessee","Chester County, Tennessee",Tennessee
John Sevier,John Sevier CDP,"John Sevier CDP, Tennessee","Knox County, Tennessee",Tennessee
Kahite,Kahite CDP,"Kahite CDP, Tennessee","Monroe County, Tennessee",Tennessee
Karns,Karns CDP,"Karns CDP, Tennessee","Knox County, Tennessee",Tennessee
Lake Tansi,Lake Tansi CDP,"Lake Tansi CDP, Tennessee","Cumberland County, Tennessee",Tennessee
Lakewood Park,Lakewood Park CDP,"Lakewood Park CDP, Tennessee","Coffee County, Tennessee",Tennessee
Lavinia,Lavinia CDP,"Lavinia CDP, Tennessee","Carroll County, Tennessee",Tennessee
Lenox,Lenox CDP,"Lenox CDP, Tennessee","Dyer County, Tennessee",Tennessee
Leoma,Leoma CDP,"Leoma CDP, Tennessee","Lawrence County, Tennessee",Tennessee
Lone Oak,Lone Oak CDP,"Lone Oak CDP, Tennessee","Sequatchie County, Tennessee",Tennessee
Luray,Luray CDP,"Luray CDP, Tennessee","Henderson County, Tennessee",Tennessee
Lyles,Lyles CDP,"Lyles CDP, Tennessee","Hickman County, Tennessee",Tennessee
McDonald,McDonald CDP,"McDonald CDP, Tennessee","Bradley County, Tennessee",Tennessee
Mascot,Mascot CDP,"Mascot CDP, Tennessee","Knox County, Tennessee",Tennessee
Mayland,Mayland CDP,"Mayland CDP, Tennessee","Cumberland County, Tennessee",Tennessee
Mercer,Mercer CDP,"Mercer CDP, Tennessee","Madison County, Tennessee",Tennessee
Middle Valley,Middle Valley CDP,"Middle Valley CDP, Tennessee","Hamilton County, Tennessee",Tennessee
Midtown,Midtown CDP,"Midtown CDP, Tennessee","Roane County, Tennessee",Tennessee
Miston,Miston CDP,"Miston CDP, Tennessee","Dyer County, Tennessee",Tennessee
Mooresburg,Mooresburg CDP,"Mooresburg CDP, Tennessee","Hawkins County, Tennessee",Tennessee
Morris Chapel,Morris Chapel CDP,"Morris Chapel CDP, Tennessee","Hardin County, Tennessee",Tennessee
Mowbray Mountain,Mowbray Mountain CDP,"Mowbray Mountain CDP, Tennessee","Hamilton County, Tennessee",Tennessee
New Deal,New Deal CDP,"New Deal CDP, Tennessee","Sumner County, Tennessee",Tennessee
New Union,New Union CDP,"New Union CDP, Tennessee","Coffee County, Tennessee",Tennessee
Nixon,Nixon CDP,"Nixon CDP, Tennessee","Hardin County, Tennessee",Tennessee
Norene,Norene CDP,"Norene CDP, Tennessee","Wilson County, Tennessee",Tennessee
Oak Grove,Oak Grove CDP,"Oak Grove CDP, Tennessee","Sumner County, Tennessee",Tennessee
Oak Grove,Oak Grove CDP,"Oak Grove CDP, Tennessee","Washington County, Tennessee",Tennessee
Ocoee,Ocoee CDP,"Ocoee CDP, Tennessee","Polk County, Tennessee",Tennessee
Olivet,Olivet CDP,"Olivet CDP, Tennessee","Hardin County, Tennessee",Tennessee
Ooltewah,Ooltewah CDP,"Ooltewah CDP, Tennessee","Hamilton County, Tennessee",Tennessee
Orebank,Orebank CDP,"Orebank CDP, Tennessee","Sullivan County, Tennessee",Tennessee
Palmersville,Palmersville CDP,"Palmersville CDP, Tennessee","Weakley County, Tennessee",Tennessee
Park City,Park City CDP,"Park City CDP, Tennessee","Lincoln County, Tennessee",Tennessee
Pelham,Pelham CDP,"Pelham CDP, Tennessee","Grundy County, Tennessee",Tennessee
Petros,Petros CDP,"Petros CDP, Tennessee","Morgan County, Tennessee",Tennessee
Pine Crest,Pine Crest CDP,"Pine Crest CDP, Tennessee","Carter County, Tennessee",Tennessee
Pinson,Pinson CDP,"Pinson CDP, Tennessee","Madison County, Tennessee",Tennessee
Pocahontas,Pocahontas CDP,"Pocahontas CDP, Tennessee","Hardeman County, Tennessee",Tennessee
Powell,Powell CDP,"Powell CDP, Tennessee","Knox County, Tennessee",Tennessee
Prospect,Prospect CDP,"Prospect CDP, Tennessee","Giles County, Tennessee",Tennessee
Randolph,Randolph CDP,"Randolph CDP, Tennessee","Tipton County, Tennessee",Tennessee
Rarity Bay,Rarity Bay CDP,"Rarity Bay CDP, Tennessee","Monroe County, Tennessee",Tennessee
Riceville,Riceville CDP,"Riceville CDP, Tennessee","McMinn County, Tennessee",Tennessee
Roan Mountain,Roan Mountain CDP,"Roan Mountain CDP, Tennessee","Carter County, Tennessee",Tennessee
Robbins,Robbins CDP,"Robbins CDP, Tennessee","Scott County, Tennessee",Tennessee
Rockvale,Rockvale CDP,"Rockvale CDP, Tennessee","Rutherford County, Tennessee",Tennessee
Rural Hill,Rural Hill CDP,"Rural Hill CDP, Tennessee","Wilson County, Tennessee",Tennessee
Russellville,Russellville CDP,"Russellville CDP, Tennessee","Hamblen County, Tennessee",Tennessee
Sale Creek,Sale Creek CDP,"Sale Creek CDP, Tennessee","Hamilton County, Tennessee",Tennessee
Sequatchie,Sequatchie CDP,"Sequatchie CDP, Tennessee","Marion County, Tennessee",Tennessee
Sewanee,Sewanee CDP,"Sewanee CDP, Tennessee","Franklin County, Tennessee",Tennessee
Seymour,Seymour CDP,"Seymour CDP, Tennessee","Sevier County, Tennessee",Tennessee
Shackle Island,Shackle Island CDP,"Shackle Island CDP, Tennessee","Sumner County, Tennessee",Tennessee
Sherwood,Sherwood CDP,"Sherwood CDP, Tennessee","Franklin County, Tennessee",Tennessee
Shiloh,Shiloh CDP,"Shiloh CDP, Tennessee","Hardin County, Tennessee",Tennessee
South Cleveland,South Cleveland CDP,"South Cleveland CDP, Tennessee","Bradley County, Tennessee",Tennessee
Spurgeon,Spurgeon CDP,"Spurgeon CDP, Tennessee","Sullivan County, Tennessee",Tennessee
Statesville,Statesville CDP,"Statesville CDP, Tennessee","Wilson County, Tennessee",Tennessee
Strawberry Plains,Strawberry Plains CDP,"Strawberry Plains CDP, Tennessee","Jefferson County, Tennessee",Tennessee
Sullivan Gardens,Sullivan Gardens CDP,"Sullivan Gardens CDP, Tennessee","Sullivan County, Tennessee",Tennessee
Summertown,Summertown CDP,"Summertown CDP, Tennessee","Lawrence County, Tennessee",Tennessee
Taft,Taft CDP,"Taft CDP, Tennessee","Lincoln County, Tennessee",Tennessee
Telford,Telford CDP,"Telford CDP, Tennessee","Washington County, Tennessee",Tennessee
Tellico Village,Tellico Village CDP,"Tellico Village CDP, Tennessee","Loudon County, Tennessee",Tennessee
Tuckers Crossroads,Tuckers Crossroads CDP,"Tuckers Crossroads CDP, Tennessee","Wilson County, Tennessee",Tennessee
Unionville,Unionville CDP,"Unionville CDP, Tennessee","Bedford County, Tennessee",Tennessee
Valley Forge,Valley Forge CDP,"Valley Forge CDP, Tennessee","Carter County, Tennessee",Tennessee
Walland,Walland CDP,"Walland CDP, Tennessee","Blount County, Tennessee",Tennessee
Walnut Grove,Walnut Grove CDP,"Walnut Grove CDP, Tennessee","Hardin County, Tennessee",Tennessee
Walnut Grove,Walnut Grove CDP,"Walnut Grove CDP, Tennessee","Sumner County, Tennessee",Tennessee
Walnut Hill,Walnut Hill CDP,"Walnut Hill CDP, Tennessee","Sullivan County, Tennessee",Tennessee
Walterhill,Walterhill CDP,"Walterhill CDP, Tennessee","Rutherford County, Tennessee",Tennessee
